plot,burn,site,date,decid_prop_canopy,piba_prop_canopy,stand_dominance,time_after_fire,moisture,nonvascular_functionalgroup,avg_org_carbon,ecozone,avg_carbon_stock,latitude,longitude 
C1-14A,C1,C1-14,2018-06-13,0.032258065,0.709677419,Jack Pine,83,Xeric,Lichen,4.05,shield,2.557465309,62.731584,-115.648558
C1-17A,C1,C1-17,2018-06-10,0,0,Black Spruce,65,Mesic,Lichen,10.7,shield,3.798637778,62.728687,-115.69965
C1-19A,C1,C1-19,2018-06-13,0,0,Black Spruce,82,Hydric,Sphagnum,25.75,shield,2.870863984,62.690862,-115.470054
C1-19B,C1,C1-19,2018-06-13,0,0.65,Jack Pine,84,Xeric,Lichen,5.1,shield,2.092274485,62.691898,-115.469811
C1-21A,C1,C1-21,2018-06-14,0.023529412,0,Black Spruce,79,Hydric,Colonizers,27.95,shield,12.76449719,62.727336,-115.629471
C1-21B,C1,C1-21,2018-06-14,0.05,0.575,Jack Pine,87,Xeric,Lichen,5.25,shield,3.080881558,62.726469,-115.632376
C1-32A,C1,C1-32,2018-06-12,0.931034483,0.034482759,Deciduous,77,Xeric,Lichen,6.6,shield,2.047825975,62.660851,-115.347666
C1-32B,C1,C1-32,2018-06-12,0,0.6,Jack Pine,89,Xeric,Lichen,7.1,shield,3.8830125,62.660989,-115.350219
C1-32C,C1,C1-32,2018-06-12,0.0625,0.010416667,Black Spruce,79,Hydric,Pleurocarpous,13.75,shield,6.290473471,62.662726,-115.347985
C1-8A,C1,C1-8,2018-06-15,0,0,Mixed,68,Xeric,Lichen,11.75,shield,10.77118818,62.706916,-115.603876
C1-8B,C1,C1-8,2018-06-15,0,0.020408163,Black Spruce,81,Hydric,Sphagnum,25.05,shield,3.218701194,62.708606,-115.600581
C1-8C,C1,C1-8,2018-06-15,0,0.888888889,Jack Pine,85,Xeric,Lichen,2.9,shield,0.440947169,62.710002,-115.600861
C2-11A,C2,C2-11,2018-06-11,0.328767123,0.335616438,Mixed,85,Xeric,Lichen,4.5,shield,3.157975456,62.460224,-114.543084
C2-11B,C2,C2-11,2018-06-14,0.055793991,0.004291845,Mixed,82,Hydric,Pleurocarpous,18.25,shield,3.947419633,62.458804,-114.541818
C2-17A,C2,C2-17,2018-06-08,0,0.909090909,Jack Pine,71,Xeric,Lichen,3.3,shield,2.990917813,62.462836,-114.591784
C2-17B,C2,C2-17,2018-06-07,0.027027027,0.054054054,Black Spruce,72,Mesic,Pleurocarpous,10.65,shield,4.493566979,62.463317,-114.594367
C2-2A,C2,C2-2,2018-06-23,0.071428571,0,Black Spruce,71,Hydric,Lichen,22.15,shield,9.596990096,62.467739,-114.590179
C2-2B,C2,C2-2,2018-06-23,0,0.833333333,Jack Pine,83,Xeric,Lichen,4.65,shield,1.469018395,62.464602,-114.590133
C2-3A,C2,C2-3,2018-06-08,0.111111111,0.888888889,Jack Pine,81,Xeric,Lichen,2.75,shield,4.791575587,62.454493,-114.549338
C2-3B,C2,C2-3,2018-06-09,0.188405797,0,Black Spruce,78,Mesic,Acrocarpus,11.6,shield,8.340999615,62.455459,-114.54562
C3-3A,C3,C3-3,2018-08-23,0.194805195,0,Black Spruce,80,Xeric,Lichen,5,shield,3.489076743,63.111516,-113.778915
C3-3B,C3,C3-3,2018-08-23,0.125,0,Black Spruce,73,Hydric,Sphagnum,21.65,shield,4.880217096,63.112205,-113.776568
C4-5A,C4,C4-5,2018-08-02,0,0.580645161,Jack Pine,73,Xeric,Lichen,9.15,shield,1.67989932,63.213214,-114.040845
C4-5B,C4,C4-5,2018-08-02,0.1875,0,Black Spruce,57,Mesic,Sphagnum,18.35,shield,9.323790773,63.213793,-114.04327
C5-11A,C5,C5-11,2018-08-24,0,1,Jack Pine,46,Xeric,Lichen,1.4,shield,2.27145081,62.985838,-114.056467
C6-12B,C6,C6-12,2018-08-24,0.444444444,0,Mixed,40,Xeric,Pleurocarpous,8.95,shield,4.149525999,62.903947,-114.264738
C6-2A,C6,C6-2,2018-08-23,0,0,Black Spruce,81,Mesic,Lichen,14.35,shield,5.787676868,62.876039,-114.284554
C6-2B,C6,C6-2,2018-08-23,0.210526316,0,Black Spruce,53,Xeric,Lichen,5.95,shield,2.74567903,62.877908,-114.288231
C7-9A,C7,C7-9,2018-08-14,0,0,Black Spruce,72,Hydric,Pleurocarpous,32.75,plains,16.06365161,65.153138,-126.847868
C7-9B,C7,C7-9,2018-08-14,0.022727273,0,Black Spruce,70,Hydric,Pleurocarpous,39.95,plains,17.0527079,65.151877,-126.851958
C9-1A,C9,C9-1,2018-08-17,0,0,Black Spruce,99,Mesic,Lichen,22.1,plains,13.13910721,65.592113,-127.41744
C9-1B,C9,C9-1,2018-08-17,0,0,Black Spruce,66,Hydric,Lichen,47.3,plains,14.36442431,65.59224,-127.411746
C9-5A,C9,C9-5,2018-08-16,0.142857143,0,Black Spruce,84,Hydric,Sphagnum,39.1,plains,11.07768258,65.626861,-127.54165
CG1-157A,CG1,CG1-157,2017-08-26,0,0,Mixed,67,Mesic,Pleurocarpous,25.7,plains,NA,61.059132,-118.371563
CG1-157B,CG1,CG1-157,2017-08-26,0,0,Black Spruce,67,Mesic,Acrocarpus,27,plains,NA,61.057698,-118.372589
CG1-157C,CG1,CG1-157,2017-08-26,0,0,Black Spruce,67,Xeric,Pleurocarpous,31.55,plains,NA,61.056168,-118.373676
CG1-18A,CG1,CG1-18,2016-07-10,0.037383178,0.158878505,Black Spruce,65,Mesic,Pleurocarpous,25.33333333,plains,5.256094483,61.05874,-118.40642
CG1-18B,CG1,CG1-18,2016-07-10,0,0,Black Spruce,65,Hydric,Lichen,48.72222222,plains,NA,61.058971,-118.403456
CG1-18C,CG1,CG1-18,2016-07-10,0.032258065,0.161290323,Mixed,65,Xeric,Pleurocarpous,11.44,plains,NA,61.05814,-118.401964
CG1-24A,CG1,CG1-24,2016-07-09,0.157024793,0,Black Spruce,78,Mesic,Pleurocarpous,24.66666667,plains,6.129882183,61.13797,-117.84549
CG1-24B,CG1,CG1-24,2016-07-14,0,0,Black Spruce,68,Hydric,Pleurocarpous,30.65,plains,NA,61.134652,-117.846828
CG1-24C,CG1,CG1-24,2016-07-14,0.653333333,0,Deciduous,68,Xeric,Lichen,5.25,plains,NA,61.132829,-117.848539
CG1-25A,CG1,CG1-25,2016-07-11,0.258536585,0.209756098,Mixed,92,Xeric,Pleurocarpous,14.45,plains,NA,61.062986,-118.484804
CG1-25B,CG1,CG1-25,2016-07-11,0,0.010273973,Black Spruce,99,Hydric,Pleurocarpous,25.05,plains,NA,61.06455,-118.484082
CG1-25C,CG1,CG1-25,2016-07-11,0,0,Black Spruce,92,Mesic,Pleurocarpous,29.55,plains,NA,61.063844,-118.481954
CG1-67A,CG1,CG1-67,2017-07-26,0,0.169491525,Mixed,100,Xeric,Pleurocarpous,8.7,plains,2.392527786,61.118177,-118.025001
CG1-67B,CG1,CG1-67,2017-07-26,0,0.004720692,Mixed,100,Mesic,Pleurocarpous,11.15,plains,4.082984373,61.119783,-118.028477
CG1-87A,CG1,CG1-87,2017-08-27,0.231884058,0.420289855,Mixed,75,Xeric,Pleurocarpous,4.8,plains,2.964750277,61.126001,-117.846992
CG1-87B,CG1,CG1-87,2017-08-27,0.011600928,0,Mixed,66,Xeric,Pleurocarpous,15.9,plains,7.809613282,61.129159,-117.845354
CG2-11B,CG2,CG2-11,2016-08-01,0,0,Black Spruce,71,Xeric,Lichen,11.41,plains,NA,62.231972,-116.35132
CG2-13A,CG2,CG2-13,2016-06-16,0,0.861111111,Jack Pine,79,Xeric,Bare,7.25,plains,2.499015526,62.2436,-116.36022
CG2-1A,CG2,CG2-1,2017-06-26,0,0.109589041,Black Spruce,83,Xeric,Lichen,6.8,plains,4.087692546,62.231808,-116.335162
CG2-1B,CG2,CG2-1,2017-06-26,0,0.002570694,Black Spruce,83,Mesic,Pleurocarpous,12.65,plains,4.998331371,62.233845,-116.332771
CG2-22A,CG2,CG2-22,2016-06-16,0,1,Jack Pine,87,Xeric,Bare,9.15,plains,2.921011812,62.24427,-116.3501
CG2-27A,CG2,CG2-27,2016-06-15,0,0.054054054,Black Spruce,72,Hydric,Bare,12.1,plains,9.555694643,62.235725,-116.331943
CG2-31A,CG2,CG2-31,2016-06-15,0,0,Black Spruce,79,Mesic,Bare,15.25,plains,6.2083858,62.224983,-116.331908
CG2-35A,CG2,CG2-35,2016-06-16,0.144772118,0,Mixed,76,Mesic,Pleurocarpous,13,plains,9.618914662,62.21648,-116.32717
CG2-35B,CG2,CG2-35,2016-08-01,0,0.032258065,Black Spruce,85,Xeric,Lichen,12.45,plains,NA,62.216958,-116.324167
CG2-4A,CG2,CG2-4,2016-07-12,0,0.192622951,Mixed,43,Mesic,Liverwort,3.35,plains,NA,62.635922,-116.253709
CG2-5B,CG2,CG2-5,2016-07-31,0,0,Black Spruce,87,Xeric,Lichen,13.8,plains,NA,62.211792,-116.315899
CG2-5C,CG2,CG2-5,2016-07-31,0.404761905,0,Mixed,40,Xeric,Colonizers,8.35,plains,NA,62.211965,-116.318531
CG2-7A,CG2,CG2-7,2016-06-17,0,0,Black Spruce,67,Mesic,Bare,1.1,plains,7.943862194,62.21639,-116.33662
CG3-10B,CG3,CG3-10,2017-08-22,0.002557545,0,Mixed,91,Xeric,Pleurocarpous,23.6,plains,8.760904318,60.697538,-116.46023
CG3-22A,CG3,CG3-22,2017-08-21,0,0,Mixed,73,Hydric,Pleurocarpous,75.8,plains,26.3236682,60.65396,-116.386498
CG3-22B,CG3,CG3-22,2017-08-21,0.007751938,0,Mixed,73,Mesic,Pleurocarpous,36.9,plains,13.98950513,60.656863,-116.388104
CG3-2A,CG3,CG3-2,2017-08-23,0,0,Mixed,92,Mesic,Pleurocarpous,27.65,plains,17.19747436,60.721087,-115.129849
CG3-2C,CG3,CG3-2,2017-08-23,0,0,Black Spruce,76,Hydric,Pleurocarpous,35.65,plains,20.6524393,60.724363,-115.125913
CG3-30B,CG3,CG3-30,2017-08-15,0,0,Mixed,60,Hydric,Pleurocarpous,45.55,plains,19.05394215,60.580573,-116.166296
CG3-31A,CG3,CG3-31,2016-07-12,0,0,Black Spruce,66,Hydric,Pleurocarpous,56.66666667,plains,NA,60.76557,-116.5615
CG3-31B,CG3,CG3-31,2016-07-12,0,0.769230769,Jack Pine,66,Xeric,Lichen,17.2,plains,NA,60.767475,-116.561224
CG3-31C,CG3,CG3-31,2016-07-12,0,0.01965602,Black Spruce,66,Mesic,Pleurocarpous,21.3,plains,NA,60.770676,-116.55959
CG3-32A,CG3,CG3-32,2016-07-22,0.051546392,0.12371134,Black Spruce,61,Xeric,Pleurocarpous,11.3,plains,NA,60.636963,-116.373181
CG3-32B,CG3,CG3-32,2016-07-22,0,0,Black Spruce,61,Hydric,Pleurocarpous,43,plains,NA,60.636317,-116.369153
CG3-37B,CG3,CG3-37,2017-08-24,0,0.009090909,Black Spruce,99,Xeric,Pleurocarpous,26.3,plains,21.70117653,60.733485,-115.505764
CG3-38A,CG3,CG3-38,2016-07-13,0,0.1,Mixed,42,Xeric,Colonizers,3.714285714,plains,NA,60.66908,-116.41945
CG3-38B,CG3,CG3-38,2016-07-22,0,0,Black Spruce,82,Mesic,Pleurocarpous,16.3,plains,NA,60.669309,-116.416201
CG3-40A,CG3,CG3-40,2016-07-23,0,0,Mixed,36,Hydric,Pleurocarpous,47.5,plains,NA,60.609024,-116.244607
CG3-40B,CG3,CG3-40,2016-07-23,0,0,Black Spruce,81,Hydric,Lichen,48.6,plains,NA,60.606394,-116.241929
CG3-4A,CG3,CG3-4,2016-07-21,0.053571429,0.571428571,Jack Pine,33,Xeric,Lichen,4.45,plains,NA,60.735472,-115.209623
CG3-4B,CG3,CG3-4,2016-07-21,0,0.025974026,Black Spruce,97,Mesic,Pleurocarpous,22.15,plains,NA,60.733953,-115.209606
CG3-4C,CG3,CG3-4,2016-07-21,0,0,Black Spruce,91,Mesic,Pleurocarpous,28.55,plains,NA,60.733804,-115.207913
CS-103A,CS,CS-103,2016-06-22,0,0.958333333,Jack Pine,88,Xeric,Lichen,11.5,shield,2.920086425,62.50349,-113.62193
CS-104A,CS,CS-104,2016-06-22,0.078947368,0,Mixed,83,Mesic,Pleurocarpous,4.4,shield,3.457161873,62.50596,-113.65829
CS-104B,CS,CS-104,2018-06-23,0.555555556,0.333333333,Deciduous,88,Xeric,Lichen,5.6,shield,2.38568938,62.505276,-113.660086
CS-108A,CS,CS-108,2016-06-22,0.307692308,0,Black Spruce,74,Mesic,Colonizers,4.8,shield,2.972374523,62.50886,-113.64855
CS-108B,CS,CS-108,2018-06-27,0.393333333,0,Mixed,79,Mesic,Pleurocarpous,9.95,shield,3.134927543,62.509582,-113.650338
CS-108C,CS,CS-108,2018-06-27,0,1,Jack Pine,98,Xeric,Lichen,4.8,shield,3.849629023,62.507569,-113.649894
CS-109A,CS,CS-109,2016-06-23,0,1,Jack Pine,80,Xeric,Bare,3.55,shield,1.957969586,62.49761,-113.57154
CS-10A,CS,CS-10,2016-06-20,0.12,0.44,Mixed,17,Mesic,Bare,14.9,shield,5.516985061,62.65001,-113.59849
CS-117A,CS,CS-117,2016-06-22,0.25,0.416666667,Mixed,89,Xeric,Lichen,13.6,shield,4.457848389,62.49505,-113.53572
CS-117B,CS,CS-117,2018-07-08,0.011494253,0,Black Spruce,73,Xeric,Pleurocarpous,13.6,shield,3.909013804,62.496497,-113.535587
CS-130A,CS,CS-130,2016-06-23,0,0,Black Spruce,95,Hydric,Bare,26.9,shield,5.330843267,62.5482,-113.95303
CS-14A,CS,CS-14,2016-06-20,0.662921348,0,Deciduous,68,Mesic,Pleurocarpous,6.95,shield,3.11301147,62.51044,-113.65462
CS-14B,CS,CS-14,2018-07-02,0.32,0.52,Jack Pine,86,Xeric,Lichen,5.95,shield,4.658762515,62.508638,-113.655261
CS-14C,CS,CS-14,2018-07-02,0,0,Black Spruce,75,Mesic,Pleurocarpous,11,shield,7.21283346,62.508032,-113.657405
CS-26B,CS,CS-26,2018-06-29,0.625,0,Deciduous,85,Xeric,Lichen,6.5,shield,3.44611422,62.570834,-114.03839
CS-3A,CS,CS-3,2016-06-20,0.020833333,0.208333333,Black Spruce,71,Xeric,Lichen,5.1,shield,2.954979685,62.49994,-113.6294
CS-3B,CS,CS-3,2018-07-23,0.049079755,0,Black Spruce,77,Mesic,Pleurocarpous,14.65,shield,9.377274527,62.498774,-113.630431
CS-3C,CS,CS-3,2018-07-23,0.379310345,0.517241379,Jack Pine,87,Xeric,Lichen,3.65,shield,1.290238851,62.500886,-113.629709
CS-46A,CS,CS-46,2016-06-21,0.034482759,0.011494253,Mixed,61,Hydric,Sphagnum,29.05,shield,5.194439428,62.53118,-113.82884
CS-46B,CS,CS-46,2018-06-30,0,1,Jack Pine,88,Xeric,Lichen,5.1,shield,4.166253458,62.52944,-113.829196
CS-57A,CS,CS-57,2016-06-21,0,1,Jack Pine,74,Xeric,Bare,3.3,shield,2.04506209,62.53254,-113.85198
CS-89A,CS,CS-89,2016-06-22,0.025641026,0.846153846,Jack Pine,80,Xeric,Lichen,5.1,shield,2.346824908,62.51703,-113.7253
CS-89B,CS,CS-89,2018-07-01,0.052631579,0.894736842,Jack Pine,85,Xeric,Lichen,5.1,shield,3.23762005,62.517441,-113.72356
CS-96A,CS,CS-96,2016-06-23,0.595744681,0.361702128,Deciduous,79,Mesic,Lichen,7,shield,3.353461325,62.53782,-113.8856
CS-96B,CS,CS-96,2018-07-08,0.117647059,0,Black Spruce,74,Hydric,Liverwort,30.7,shield,8.423762018,62.537906,-113.888197
CS-96C,CS,CS-96,2018-07-08,0,1,Jack Pine,83,Xeric,Lichen,3,shield,1.242745357,62.536739,-113.887389
CS-9A,CS,CS-9,2016-06-20,0,0,Black Spruce,70,Hydric,Bare,23.25,shield,8.797546986,62.50509,-113.66511
F10-1A,F10,F10-1,2018-07-19,0,1,Jack Pine,44,Xeric,Lichen,3.35,shield,3.492575551,62.955702,-115.8573
F10-1B,F10,F10-1,2018-07-19,0.284313725,0,Black Spruce,44,Xeric,Pleurocarpous,11.05,shield,2.949095847,62.957434,-115.856298
F10-20A,F10,F10-20,2018-07-21,0.156097561,0.048780488,Black Spruce,44,Xeric,Lichen,7.9,shield,4.460267971,63.010712,-115.833897
F10-20B,F10,F10-20,2018-07-21,0.465116279,0.534883721,Jack Pine,44,Xeric,Lichen,3.35,shield,1.078407893,63.01033,-115.831876
F10-29A,F10,F10-29,2018-07-20,0.022222222,0.633333333,Jack Pine,44,Xeric,Lichen,6.9,shield,2.341356912,62.985126,-115.84171
F10-29B,F10,F10-29,2018-07-21,0.256756757,0,Black Spruce,44,Xeric,Liverwort,10.7,shield,3.094568206,62.98486,-115.837603
F10-2A,F10,F10-2,2018-07-20,0.988764045,0,Deciduous,44,Xeric,Lichen,10.15,shield,4.141055605,62.979281,-115.831851
F10-2B,F10,F10-2,2018-07-20,0.111111111,0.888888889,Jack Pine,44,Xeric,Lichen,4.85,shield,1.489933356,62.980457,-115.831578
F10-3A,F10,F10-3,2018-07-21,0.263636364,0,Black Spruce,44,Mesic,Liverwort,12.15,shield,3.639569156,63.013675,-115.830783
F10-3B,F10,F10-3,2018-07-21,0.825,0.15,Deciduous,44,Xeric,Lichen,4.1,shield,2.824834251,63.013193,-115.829066
F10-4A,F10,F10-4,2018-07-20,0.448275862,0,Mixed,44,Hydric,Pleurocarpous,21.05,shield,8.530624791,62.958771,-115.854128
F10-4B,F10,F10-4,2018-07-20,0,1,Jack Pine,44,Xeric,Lichen,6.45,shield,1.121372777,62.957736,-115.850128
F11-10A,F11,F11-10,2018-06-20,0.563981043,0,Deciduous,44,Xeric,Pleurocarpous,10.4,shield,5.604204958,62.762868,-115.810033
F11-10C,F11,F11-10,2018-06-20,0.765957447,0.170212766,Deciduous,44,Xeric,Lichen,2.7,shield,1.274320411,62.760219,-115.812288
F11-15B,F11,F11-15,2018-06-22,0,1,Jack Pine,44,Xeric,Lichen,2.65,shield,1.638793255,62.758211,-115.788487
F11-19A,F11,F11-19,2018-06-18,0.670731707,0.024390244,Deciduous,44,Hydric,Sphagnum,25.05,shield,4.894315746,62.754223,-115.771504
F11-19B,F11,F11-19,2018-06-18,0.571428571,0.428571429,Deciduous,44,Xeric,Lichen,4.1,shield,3.197620948,62.75557,-115.773404
F11-1B,F11,F11-1,2018-06-19,0.235772358,0,Black Spruce,44,Mesic,Pleurocarpous,13.9,shield,5.476149398,62.756694,-115.775803
F11-1C,F11,F11-1,2018-06-19,0,1,Jack Pine,44,Xeric,Lichen,4.95,shield,2.541581425,62.754451,-115.779436
F11-20A,F11,F11-20,2018-06-18,0.636363636,0.363636364,Deciduous,44,Xeric,Lichen,6.3,shield,3.483930589,62.770068,-115.842088
F11-20B,F11,F11-20,2018-06-18,0,1,Jack Pine,44,Xeric,Lichen,3.55,shield,3.856568582,62.768446,-115.844804
F11-20C,F11,F11-20,2018-06-18,0.142857143,0,Black Spruce,44,Hydric,Pleurocarpous,24.65,shield,9.439605283,62.767633,-115.842202
F11-21A,F11,F11-21,2018-06-20,0,1,Jack Pine,44,Xeric,Lichen,3.75,shield,3.455130929,62.769305,-115.831301
F11-21B,F11,F11-21,2018-06-20,0,0,Mixed,44,Mesic,Pleurocarpous,15.15,shield,5.601722617,62.766347,-115.831252
F1-12A,F1,F1-12,2016-07-20,0.390804598,0,Mixed,44,Xeric,Bare,8.8,plains,NA,60.692783,-115.926968
F1-12B,F1,F1-12,2016-07-20,0.03880597,0.002985075,Black Spruce,44,Mesic,Bare,19.4,plains,NA,60.693655,-115.929011
F1-12C,F1,F1-12,2016-07-20,0.04494382,0.011235955,Black Spruce,44,Mesic,Bare,15.15,plains,NA,60.692516,-115.929906
F1-18A,F1,F1-18,2017-08-14,0,0,Mixed,44,Hydric,Pleurocarpous,38.7,plains,13.66286917,60.732485,-115.893457
F1-18B,F1,F1-18,2017-08-14,0,0,Mixed,44,Hydric,Pleurocarpous,54.88888889,plains,23.3162485,60.734545,-115.896609
F12-10A,F12,F12-10,2018-08-01,0.590909091,0.045454545,Deciduous,42,Xeric,Lichen,8,shield,2.070559388,63.06146,-113.809291
F12-10B,F12,F12-10,2018-08-01,0.384615385,0.307692308,Mixed,42,Xeric,Lichen,4.55,shield,1.798764834,63.060901,-113.812338
F12-15A,F12,F12-15,2018-07-31,0.269230769,0.076923077,Black Spruce,42,Xeric,Lichen,9.6,shield,3.678731062,63.089699,-113.780184
F12-15B,F12,F12-15,2018-07-31,0.5,0.25,Deciduous,42,Xeric,Lichen,4.35,shield,1.933929283,63.088267,-113.782592
F12-15C,F12,F12-15,2018-07-31,0.23880597,0,Black Spruce,42,Hydric,Sphagnum,26.75,shield,10.82150717,63.086854,-113.782784
F12-1A,F12,F12-1,2018-07-31,0.521276596,0,Deciduous,42,Xeric,Pleurocarpous,9,shield,5.471503936,63.072305,-113.800462
F12-1B,F12,F12-1,2018-07-31,0.710526316,0.210526316,Deciduous,42,Xeric,Lichen,5.45,shield,4.965708064,63.070922,-113.797375
F1-22A,F1,F1-22,2017-08-13,0,0,Mixed,44,Hydric,Acrocarpus,46.7,plains,31.7523827,60.698847,-115.904973
F1-22B,F1,F1-22,2017-08-13,0.021929825,0,Mixed,44,Mesic,Acrocarpus,47.25,plains,25.2347024,60.701668,-115.904654
F1-22C,F1,F1-22,2017-08-24,0,0,Black Spruce,44,Mesic,Pleurocarpous,18.05,plains,7.700617793,60.697109,-115.902937
F1-25A,F1,F1-25,2017-08-07,0,0,Black Spruce,44,Hydric,Pleurocarpous,26.05,plains,17.591017,60.641754,-116.098916
F1-25B,F1,F1-25,2017-08-07,0,0,Mixed,44,Mesic,Pleurocarpous,23.75,plains,16.32386073,60.642792,-116.100461
F1-25C,F1,F1-25,2017-08-08,0,0,Mixed,44,Hydric,Pleurocarpous,47.85,plains,23.6894578,60.643934,-116.100723
F13-11A,F13,F13-11,2018-08-02,0,0,Mixed,42,Mesic,Lichen,19.15,shield,6.381971403,63.046449,-114.124455
F13-11B,F13,F13-11,2018-08-02,0.4,0.4,Mixed,42,Xeric,Lichen,4.65,shield,2.227809107,63.044337,-114.125891
F13-11C,F13,F13-11,2018-08-02,0.083333333,0,Black Spruce,42,Hydric,Lichen,47.8,shield,16.77452805,63.045483,-114.127571
F13-15A,F13,F13-15,2018-08-22,0.100806452,0.100806452,Black Spruce,42,Mesic,Colonizers,23.85,shield,7.080052111,63.033862,-114.350585
F13-15B,F13,F13-15,2018-08-22,0,0.053333333,Black Spruce,42,Hydric,Sphagnum,34.85,shield,8.475808541,63.034375,-114.347756
F13-15C,F13,F13-15,2018-08-22,0.083333333,0.833333333,Jack Pine,42,Xeric,Lichen,5.25,shield,1.867165368,63.034321,-114.344858
F1-31A,F1,F1-31,2017-08-08,0,0,Mixed,44,Mesic,NA,49.625,plains,10.92448453,60.640355,-116.093036
F1-31B,F1,F1-31,2017-08-08,0,0,Black Spruce,44,Hydric,Pleurocarpous,34.85,plains,15.84165367,60.641512,-116.091489
F13-5A,F13,F13-5,2018-08-01,0.066115702,0,Black Spruce,42,Hydric,Lichen,35.75,shield,11.11357611,63.003379,-114.206875
F13-5B,F13,F13-5,2018-08-01,0.3125,0.3625,Mixed,42,Xeric,Lichen,6.1,shield,2.629035608,63.00266,-114.205656
F1-38A,F1,F1-38,2017-08-09,0.065882353,0,Mixed,44,Hydric,Lichen,23.5,plains,11.90117004,60.651482,-116.070845
F1-38B,F1,F1-38,2017-08-09,0,0.051813472,Black Spruce,44,Mesic,Acrocarpus,13.5,plains,9.533695687,60.653839,-116.076353
F1-3A,F1,F1-3,2017-07-06,0,0,Black Spruce,44,Hydric,Pleurocarpous,47.05,plains,21.86903926,60.717063,-115.897468
F14-13A,F14,F14-13,2018-08-22,0.214285714,0.642857143,Jack Pine,36,Xeric,Lichen,7.25,shield,2.577154692,63.197061,-114.259997
F14-13B,F14,F14-13,2018-08-22,0.116666667,0.433333333,Mixed,36,Mesic,Lichen,16.95,shield,6.301793927,63.196675,-114.257314
F14-13C,F14,F14-13,2018-08-22,0.575757576,0.242424242,Deciduous,36,Xeric,Lichen,3.15,shield,0.754802696,63.196633,-114.254809
F14-2A,F14,F14-2,2018-08-03,0,0.882352941,Jack Pine,36,Xeric,Lichen,4.5,shield,3.487688116,63.223216,-114.24593
F14-2B,F14,F14-2,2018-08-03,0,0,Black Spruce,36,Hydric,Lichen,29.6,shield,11.68315421,63.219368,-114.242772
F14-7A,F14,F14-7,2018-08-03,0.01010101,0.666666667,Jack Pine,36,Hydric,Colonizers,23.25,shield,9.854181492,63.229006,-114.239089
F1-47A,F1,F1-47,2017-08-18,0,0,Mixed,44,Hydric,Acrocarpus,39.8,plains,17.98857223,60.736111,-115.900901
F14-7B,F14,F14-7,2018-08-03,0,0.902439024,Jack Pine,36,Xeric,Lichen,3.85,shield,1.792346677,63.229734,-114.236697
F1-47B,F1,F1-47,2017-08-18,0,0,Mixed,44,Hydric,Pleurocarpous,38.8,plains,21.24496871,60.738209,-115.902612
F1-4A,F1,F1-4,2016-07-19,0.011363636,0,Mixed,44,Hydric,Bare,16.85,plains,NA,60.699171,-115.913212
F1-4B,F1,F1-4,2016-07-19,0.050847458,0,Mixed,44,Mesic,Bare,15.1,plains,NA,60.698045,-115.913518
F1-4C,F1,F1-4,2016-07-19,0,0,Mixed,44,Hydric,Bare,22.4,plains,NA,60.697238,-115.915227
F15-13A,F15,F15-13,2018-08-22,0,0,Black Spruce,46,Mesic,Lichen,23.85,plains,10.31287266,65.891033,-128.243545
F15-13B,F15,F15-13,2018-08-10,0,0,Black Spruce,46,Hydric,Pleurocarpous,29.4,plains,15.91041757,65.890347,-128.241855
F15-16A,F15,F15-16,2018-08-11,0,0,Black Spruce,46,Mesic,Pleurocarpous,20.2,plains,14.54107702,65.88102,-128.229419
F15-16B,F15,F15-16,2018-08-11,0,0,Black Spruce,46,Hydric,Pleurocarpous,26.85,plains,10.87142486,65.879975,-128.230796
F1-52A,F1,F1-52,2017-08-16,0,0,Mixed,44,Hydric,Pleurocarpous,53.45,plains,20.57020271,60.683273,-115.968795
F1-52B,F1,F1-52,2017-08-16,0,0,Mixed,44,Hydric,Pleurocarpous,46.5,plains,19.23301188,60.682381,-115.966498
F15-9A,F15,F15-9,2018-08-11,0,0,Black Spruce,46,Mesic,Lichen,15.2,plains,3.63810001,65.897405,-128.239341
F15-9B,F15,F15-9,2018-08-11,0,0,Black Spruce,46,Hydric,Pleurocarpous,23.7,plains,21.65673786,65.898512,-128.237237
F17-4A,F17,F17-4,2018-08-16,0.226415094,0,Black Spruce,1,Mesic,moss sp.,6.5,plains,3.026439804,65.575886,-127.453098
F17-4B,F17,F17-4,2018-08-16,0,0,Black Spruce,1,Mesic,moss sp.,14.15,plains,9.461538106,65.575581,-127.4477
F17-5A,F17,F17-5,2018-08-15,0,0,Black Spruce,1,Hydric,moss sp.,17.4,plains,6.060021073,65.605003,-127.498967
F17-5B,F17,F17-5,2018-08-15,0,0,Black Spruce,1,Mesic,moss sp.,17.3,plains,6.400902553,65.60578,-127.496535
F17-7A,F17,F17-7,2018-08-15,0,0,Black Spruce,1,Hydric,moss sp.,24.5,plains,9.443112306,65.598749,-127.490976
F17-7B,F17,F17-7,2018-08-15,0,0,Black Spruce,1,Mesic,moss sp.,17.95,plains,12.88120829,65.598237,-127.497443
F2-10A,F2,F2-10,2017-06-19,0,0.21,Black Spruce,43,Xeric,Acrocarpus,6.57,plains,NA,62.645211,-116.260019
F2-10B,F2,F2-10,2017-06-19,0,0,Black Spruce,43,Mesic,Lichen,15.05,plains,10.55899654,62.646736,-116.254505
F2-137A,F2,F2-137,2017-06-24,0,0.108695652,Black Spruce,43,Xeric,Lichen,7.9,plains,3.279192968,62.645383,-116.228137
